Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Fibo_Target,Mode,status,Is_Risk_Free,Peak_Price,Rem_Qty,TP1_Hit,TP2_Hit,SL
G_010028,GAMMA,SHORT,1970-01-01 00:28:54.780600,321.44,1970-01-01 00:28:54.780600,304.29,0.053353658536585295,TP_FULL,306.9752,GAMMA_HEDGE,CLOSED,True,304.29,1.0,False,False,312.49719999999996
G_010028,GAMMA,SHORT,1970-01-01 00:28:54.781500,321.48,1970-01-01 00:28:54.781500,304.29,0.05347144456886897,TP_FULL,307.0134,GAMMA_HEDGE,CLOSED,True,304.29,1.0,False,False,312.49739999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:54.787800,308.31,1970-01-01 00:28:54.803100,305.45,0.009276377671823858,SL_HIT,294.43604999999997,GAMMA_HEDGE,CLOSED,True,303.4,1.0,False,False,304.94154999999995
G_010028,GAMMA,SHORT,1970-01-01 00:28:54.789600,309.36,1970-01-01 00:28:54.803100,305.45,0.012638996638220924,SL_HIT,295.4388,GAMMA_HEDGE,CLOSED,True,303.4,1.0,False,False,304.9468
G_010028,GAMMA,LONG,1970-01-01 00:28:54.951600,337.88,1970-01-01 00:28:54.966000,329.89,-0.023647448798389988,SL_HIT,353.08459999999997,GAMMA_HEDGE,CLOSED,False,340.48,1.0,False,False,332.8118
G_010028,GAMMA,LONG,1970-01-01 00:28:54.979500,352.25,1970-01-01 00:28:54.979500,372.08,0.056295244854506696,TP_FULL,368.10125,GAMMA_HEDGE,CLOSED,True,372.08,1.0,False,False,362.95875
G_010028,GAMMA,LONG,1970-01-01 00:28:54.983100,357.58,1970-01-01 00:28:54.989400,370.0,0.03473348621287549,SL_HIT,373.67109999999997,GAMMA_HEDGE,CLOSED,True,372.08,1.0,False,False,370.2921
G_010028,GAMMA,LONG,1970-01-01 00:28:54.989400,370.0,1970-01-01 00:28:54.989400,388.3,0.04945945945945949,TP_FULL,386.65,GAMMA_HEDGE,CLOSED,True,388.3,1.0,False,False,381.96999999999997
G_010028,GAMMA,LONG,1970-01-01 00:28:54.994800,383.61,1970-01-01 00:28:55.002900,375.86,-0.020202810145720913,SL_HIT,400.87245,GAMMA_HEDGE,CLOSED,False,386.12,1.0,False,False,377.85585000000003
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.186500,355.4,1970-01-01 00:28:55.196400,351.76,0.010241980866629112,SL_HIT,339.407,GAMMA_HEDGE,CLOSED,True,349.74,1.0,False,False,351.517
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.187400,355.84,1970-01-01 00:28:55.196400,351.76,0.011465827338129453,SL_HIT,339.82719999999995,GAMMA_HEDGE,CLOSED,True,349.74,1.0,False,False,351.5192
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.194600,350.83,1970-01-01 00:28:55.203600,342.23,0.024513297038451575,SL_HIT,335.04265,GAMMA_HEDGE,CLOSED,True,339.57,1.0,False,False,341.32415
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.203600,342.23,1970-01-01 00:28:55.221600,341.17,0.003097332203488888,SL_HIT,326.82965,GAMMA_HEDGE,CLOSED,True,337.12,1.0,False,False,338.83115
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.201800,340.91,1970-01-01 00:28:55.228800,338.15,0.008095978410724378,SL_HIT,325.56905,GAMMA_HEDGE,CLOSED,True,335.72,1.0,False,False,337.42455
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.314300,325.67,1970-01-01 00:28:55.319700,324.51,0.00356188780053436,SL_HIT,311.01485,GAMMA_HEDGE,CLOSED,True,321.11,1.0,False,False,322.73835
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.490700,331.61,1970-01-01 00:28:55.516800,337.46,-0.017641205030005023,SL_HIT,316.68755,GAMMA_HEDGE,CLOSED,False,327.64,1.0,False,False,336.58414999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.609500,313.32,1970-01-01 00:28:55.631100,310.94,0.007596067917783721,SL_HIT,299.2206,GAMMA_HEDGE,CLOSED,True,308.96,1.0,False,False,310.5266
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.606800,312.91,1970-01-01 00:28:55.650900,319.01,-0.0194944233166085,SL_HIT,298.82905,GAMMA_HEDGE,CLOSED,False,308.96,1.0,False,False,317.60365
G_010028,GAMMA,LONG,1970-01-01 00:28:55.765200,319.66,1970-01-01 00:28:55.778700,324.82,0.016142151035475092,SL_HIT,334.0447,GAMMA_HEDGE,CLOSED,True,328.19,1.0,False,False,326.5917
G_010028,GAMMA,SHORT,1970-01-01 00:28:55.884000,325.53,1970-01-01 00:28:55.894800,322.23,0.010137314533222606,SL_HIT,310.88114999999993,GAMMA_HEDGE,CLOSED,True,318.48,1.0,False,False,320.10765000000004
G_010028,GAMMA,LONG,1970-01-01 00:28:55.918200,347.11,1970-01-01 00:28:55.922700,353.64,0.01881248019359849,SL_HIT,362.72995,GAMMA_HEDGE,CLOSED,True,355.5,1.0,False,False,353.76445
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.264700,315.71,1970-01-01 00:28:56.276400,310.77,0.015647271229926193,SL_HIT,301.50305,GAMMA_HEDGE,CLOSED,True,309.09,1.0,False,False,310.66855
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.272800,313.54,1970-01-01 00:28:56.276400,310.77,0.008834598456337432,SL_HIT,299.4307,GAMMA_HEDGE,CLOSED,True,309.09,1.0,False,False,310.6577
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.274600,309.09,1970-01-01 00:28:56.274600,291.97,0.055388398201171016,TP_FULL,295.18094999999994,GAMMA_HEDGE,CLOSED,True,291.97,1.0,False,False,297.36545
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.312400,301.43,1970-01-01 00:28:56.319600,295.14,0.020867199681518164,SL_HIT,287.86565,GAMMA_HEDGE,CLOSED,True,291.97,1.0,False,False,293.47715000000005
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.316000,300.41,1970-01-01 00:28:56.319600,295.14,0.01754269165473865,SL_HIT,286.89155,GAMMA_HEDGE,CLOSED,True,291.97,1.0,False,False,293.47205
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.741700,282.31,1970-01-01 00:28:56.752500,273.84,0.030002479543764043,SL_HIT,269.60605,GAMMA_HEDGE,CLOSED,True,270.86,1.0,False,False,272.27155
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.761500,267.63,1970-01-01 00:28:56.769600,261.75,0.021970631095168686,SL_HIT,255.58665,GAMMA_HEDGE,CLOSED,True,256.53,1.0,False,False,257.86814999999996
G_010028,GAMMA,SHORT,1970-01-01 00:28:56.769600,261.75,1970-01-01 00:28:56.778600,269.46,-0.029455587392550064,SL_HIT,249.97125,GAMMA_HEDGE,CLOSED,False,261.75,1.0,False,False,265.67625
G_010028,GAMMA,LONG,1970-01-01 00:28:56.958600,315.9,1970-01-01 00:28:56.973000,318.63,0.008641975308642033,SL_HIT,330.11549999999994,GAMMA_HEDGE,CLOSED,True,322.54,1.0,False,False,320.9605
G_010028,GAMMA,LONG,1970-01-01 00:28:56.959500,313.4,1970-01-01 00:28:56.973000,318.63,0.016687938736439114,SL_HIT,327.50299999999993,GAMMA_HEDGE,CLOSED,True,322.54,1.0,False,False,320.973
G_010028,GAMMA,LONG,1970-01-01 00:28:57.149400,330.89,1970-01-01 00:28:57.158400,333.74,0.008613134274230176,SL_HIT,345.78004999999996,GAMMA_HEDGE,CLOSED,True,335.54,1.0,False,False,333.88555
G_010028,GAMMA,LONG,1970-01-01 00:28:57.148500,333.01,1970-01-01 00:28:57.162900,337.6,0.013783369868772806,SL_HIT,347.99544999999995,GAMMA_HEDGE,CLOSED,True,339.6,1.0,False,False,337.93495
G_010028,GAMMA,LONG,1970-01-01 00:28:57.156600,335.32,1970-01-01 00:28:57.170100,329.8,-0.016461887152570624,SL_HIT,350.40939999999995,GAMMA_HEDGE,CLOSED,False,339.6,1.0,False,False,330.29019999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.180000,316.72,1970-01-01 00:28:57.189900,313.98,0.008651174539025034,SL_HIT,302.4676,GAMMA_HEDGE,CLOSED,True,311.66,1.0,False,False,313.2436
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.180900,317.67,1970-01-01 00:28:57.189900,313.98,0.011615827745773908,SL_HIT,303.37485,GAMMA_HEDGE,CLOSED,True,311.66,1.0,False,False,313.24835
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.279000,301.44,1970-01-01 00:28:57.288000,298.62,0.009355095541401251,SL_HIT,287.8752,GAMMA_HEDGE,CLOSED,True,294.48,1.0,False,False,295.98720000000003
G_010028,GAMMA,LONG,1970-01-01 00:28:57.299700,328.83,1970-01-01 00:28:57.299700,345.29,0.05005626007359437,TP_FULL,343.62735,GAMMA_HEDGE,CLOSED,True,345.29,1.0,False,False,341.93584999999996
G_010028,GAMMA,LONG,1970-01-01 00:28:57.307800,344.64,1970-01-01 00:28:57.321300,331.02,-0.039519498607242354,SL_HIT,360.14879999999994,GAMMA_HEDGE,CLOSED,False,347.22,1.0,False,False,339.4704
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.329400,309.99,1970-01-01 00:28:57.334800,302.2,0.02512984289815807,SL_HIT,296.04045,GAMMA_HEDGE,CLOSED,True,299.12,1.0,False,False,300.66995000000003
G_010028,GAMMA,LONG,1970-01-01 00:28:57.358200,352.62,1970-01-01 00:28:57.360900,357.8,0.014690034598151004,SL_HIT,368.48789999999997,GAMMA_HEDGE,CLOSED,True,362.23,1.0,False,False,360.4669
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.601200,338.57,1970-01-01 00:28:57.608400,335.83,0.008092861151312901,SL_HIT,323.33435,GAMMA_HEDGE,CLOSED,True,332.84,1.0,False,False,334.53285
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.598500,337.28,1970-01-01 00:28:57.630000,336.04,0.0036764705882351527,SL_HIT,322.1024,GAMMA_HEDGE,CLOSED,True,331.29,1.0,False,False,332.9764
G_010028,GAMMA,LONG,1970-01-01 00:28:57.698400,346.1,1970-01-01 00:28:57.702900,349.09,0.00863912164114404,SL_HIT,361.6745,GAMMA_HEDGE,CLOSED,True,353.26,1.0,False,False,351.5295
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.936000,317.35,1970-01-01 00:28:57.936000,302.38,0.047171892232550895,TP_FULL,303.06925,GAMMA_HEDGE,CLOSED,True,302.38,1.0,False,False,305.66675
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.940500,308.49,1970-01-01 00:28:57.946800,304.85,0.01179941002949848,SL_HIT,294.60795,GAMMA_HEDGE,CLOSED,True,302.38,1.0,False,False,303.92244999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.946800,304.85,1970-01-01 00:28:57.946800,288.45,0.053796949319337484,TP_FULL,291.13175,GAMMA_HEDGE,CLOSED,True,288.45,1.0,False,False,297.23425
G_010028,GAMMA,SHORT,1970-01-01 00:28:57.947700,305.96,1970-01-01 00:28:57.947700,288.45,0.05722970322918026,TP_FULL,292.19179999999994,GAMMA_HEDGE,CLOSED,True,288.45,1.0,False,False,297.2398
G_010028,GAMMA,LONG,1970-01-01 00:28:58.234800,307.43,1970-01-01 00:28:58.247400,315.29,0.025566795693328606,SL_HIT,321.26435,GAMMA_HEDGE,CLOSED,True,317.83,1.0,False,False,316.29285
G_010028,GAMMA,LONG,1970-01-01 00:28:58.329300,328.37,1970-01-01 00:28:58.329300,343.81,0.04702012973170508,TP_FULL,343.14664999999997,GAMMA_HEDGE,CLOSED,True,343.81,1.0,False,False,336.53815000000003
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.449000,300.78,1970-01-01 00:28:58.452600,299.13,0.00548573708358261,SL_HIT,287.2449,GAMMA_HEDGE,CLOSED,True,296.59,1.0,False,False,298.09389999999996
G_010028,GAMMA,LONG,1970-01-01 00:28:58.472400,291.94,1970-01-01 00:28:58.495800,285.02,-0.023703500719325945,SL_HIT,302.1579,GAMMA_NORMAL,CLOSED,False,296.07,1.0,False,False,286.1012
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.519200,266.67,1970-01-01 00:28:58.523700,262.66,0.015037312033599546,SL_HIT,254.66985,GAMMA_HEDGE,CLOSED,True,260.36,1.0,False,False,261.69335
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.520100,269.3,1970-01-01 00:28:58.523700,262.66,0.024656516895655352,SL_HIT,257.1815,GAMMA_HEDGE,CLOSED,True,260.36,1.0,False,False,261.7065
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.548000,219.06,1970-01-01 00:28:58.551600,225.38,-0.02885054323016522,SL_HIT,209.20229999999998,GAMMA_HEDGE,CLOSED,False,217.22,1.0,False,False,222.34589999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.553400,227.04,1970-01-01 00:28:58.558800,223.53,0.015459830866807571,SL_HIT,216.82319999999999,GAMMA_HEDGE,CLOSED,True,222.2,1.0,False,False,223.3352
G_010028,GAMMA,LONG,1970-01-01 00:28:58.569600,242.4,1970-01-01 00:28:58.570500,237.64,-0.019636963696369716,SL_HIT,253.308,GAMMA_HEDGE,CLOSED,False,242.4,1.0,False,False,238.764
G_010028,GAMMA,LONG,1970-01-01 00:28:58.570500,237.64,1970-01-01 00:28:58.574100,239.42,0.007490321494697867,SL_HIT,248.33379999999997,GAMMA_HEDGE,CLOSED,True,242.13,1.0,False,False,240.9418
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.638000,269.13,1970-01-01 00:28:58.638000,255.65,0.050087318396314015,TP_FULL,257.01914999999997,GAMMA_HEDGE,CLOSED,True,255.65,1.0,False,False,266.19565
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.854000,253.97,1970-01-01 00:28:58.857600,250.19,0.01488364767492224,SL_HIT,242.54135,GAMMA_HEDGE,CLOSED,True,247.63,1.0,False,False,248.89985
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.865700,244.91,1970-01-01 00:28:58.880100,243.08,0.007472132620146111,SL_HIT,233.88905,GAMMA_HEDGE,CLOSED,True,241.44,1.0,False,False,242.66455
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.864800,244.24,1970-01-01 00:28:58.885500,241.32,0.011955453652145495,SL_HIT,233.2492,GAMMA_HEDGE,CLOSED,True,240.05,1.0,False,False,241.27120000000002
G_010028,GAMMA,LONG,1970-01-01 00:28:58.929600,253.61,1970-01-01 00:28:58.938600,256.9,0.012972674579077968,SL_HIT,265.02245,GAMMA_HEDGE,CLOSED,True,261.13,1.0,False,False,259.86195
G_010028,GAMMA,LONG,1970-01-01 00:28:58.932300,254.73,1970-01-01 00:28:58.938600,256.9,0.008518823852706739,SL_HIT,266.19284999999996,GAMMA_HEDGE,CLOSED,True,261.13,1.0,False,False,259.85635
G_010028,GAMMA,SHORT,1970-01-01 00:28:58.968300,233.93,1970-01-01 00:28:58.971900,237.93,-0.017099132219039883,SL_HIT,223.40315,GAMMA_HEDGE,CLOSED,False,233.89,1.0,False,False,237.43894999999998
G_010028,GAMMA,LONG,1970-01-01 00:28:59.214900,255.42,1970-01-01 00:28:59.223900,251.02,-0.017226528854435742,SL_HIT,266.91389999999996,GAMMA_HEDGE,CLOSED,False,255.42,1.0,False,False,251.5887
G_010028,GAMMA,LONG,1970-01-01 00:28:59.238300,258.36,1970-01-01 00:28:59.279700,253.53,-0.018694844403158432,SL_HIT,269.9862,GAMMA_HEDGE,CLOSED,False,261.06,1.0,False,False,254.4846
G_010028,GAMMA,SHORT,1970-01-01 00:28:59.298600,244.64,1970-01-01 00:28:59.330100,242.61,0.00829790712884227,SL_HIT,233.63119999999998,GAMMA_HEDGE,CLOSED,True,240.24,1.0,False,False,241.4632
G_010028,GAMMA,SHORT,1970-01-01 00:28:59.300400,244.44,1970-01-01 00:28:59.330100,242.61,0.007486499754540927,SL_HIT,233.44019999999998,GAMMA_HEDGE,CLOSED,True,240.24,1.0,False,False,241.4622
G_010028,GAMMA,LONG,1970-01-01 00:28:59.558700,266.17,1970-01-01 00:28:59.566800,261.36,-0.01807115753090131,SL_HIT,278.14765,GAMMA_HEDGE,CLOSED,False,267.13,1.0,False,False,262.17745
G_010028,GAMMA,LONG,1970-01-01 00:28:59.783700,265.49,1970-01-01 00:28:59.789100,268.05,0.009642547741911192,SL_HIT,277.43705,GAMMA_HEDGE,CLOSED,True,271.66,1.0,False,False,270.33255
G_010028,GAMMA,LONG,1970-01-01 00:28:59.788200,270.48,1970-01-01 00:28:59.790900,266.35,-0.015269151138716339,SL_HIT,282.6516,GAMMA_HEDGE,CLOSED,False,270.48,1.0,False,False,266.4228
G_010028,GAMMA,SHORT,1970-01-01 00:28:59.859300,251.69,1970-01-01 00:28:59.871900,256.35,-0.01851483968373803,SL_HIT,240.36395,GAMMA_HEDGE,CLOSED,False,249.94,1.0,False,False,255.46534999999997
G_010028,GAMMA,SHORT,1970-01-01 00:28:59.861100,252.44,1970-01-01 00:28:59.871900,256.35,-0.015488829028680182,SL_HIT,241.0802,GAMMA_HEDGE,CLOSED,False,249.94,1.0,False,False,256.22659999999996
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.164400,244.89,1970-01-01 00:29:00.168000,242.74,0.008779451998856536,SL_HIT,233.86995,GAMMA_HEDGE,CLOSED,True,240.3,1.0,False,False,241.52445
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.168000,242.74,1970-01-01 00:29:00.176100,241.41,0.005479113454725272,SL_HIT,231.8167,GAMMA_HEDGE,CLOSED,True,239.01,1.0,False,False,240.22369999999998
G_010029,GAMMA,LONG,1970-01-01 00:29:00.171600,241.41,1970-01-01 00:29:00.188700,244.27,0.01184706515885843,SL_HIT,249.85934999999998,GAMMA_NORMAL,CLOSED,True,246.07,1.0,False,False,244.86294999999998
G_010029,GAMMA,LONG,1970-01-01 00:29:00.174300,239.66,1970-01-01 00:29:00.188700,244.27,0.019235583743636875,SL_HIT,248.04809999999998,GAMMA_NORMAL,CLOSED,True,246.07,1.0,False,False,244.8717
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.373200,237.43,1970-01-01 00:29:00.387600,235.02,0.01015036010613653,SL_HIT,226.74564999999998,GAMMA_HEDGE,CLOSED,True,233.55,1.0,False,False,234.73715
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.375000,238.92,1970-01-01 00:29:00.387600,235.02,0.016323455549974792,SL_HIT,228.16859999999997,GAMMA_HEDGE,CLOSED,True,233.55,1.0,False,False,234.74460000000002
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.468600,194.13,1970-01-01 00:29:00.470400,197.92,-0.01952300005151183,SL_HIT,185.39415,GAMMA_HEDGE,CLOSED,False,194.13,1.0,False,False,197.04194999999999
G_010029,GAMMA,LONG,1970-01-01 00:29:00.525300,205.43,1970-01-01 00:29:00.529800,202.01,-0.01664800662026002,SL_HIT,214.67435,GAMMA_HEDGE,CLOSED,False,205.43,1.0,False,False,202.34855000000002
G_010029,GAMMA,LONG,1970-01-01 00:29:00.521700,203.68,1970-01-01 00:29:00.545100,207.43,0.01841123330714847,SL_HIT,212.8456,GAMMA_HEDGE,CLOSED,True,208.94,1.0,False,False,207.92159999999998
G_010029,GAMMA,LONG,1970-01-01 00:29:00.570300,208.97,1970-01-01 00:29:00.573000,205.67,-0.01579174044121171,SL_HIT,218.37365,GAMMA_HEDGE,CLOSED,False,208.97,1.0,False,False,205.83545
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.716100,185.83,1970-01-01 00:29:00.726000,184.8,0.00554270031749449,SL_HIT,177.46765,GAMMA_HEDGE,CLOSED,True,182.74,1.0,False,False,183.66915
G_010029,GAMMA,SHORT,1970-01-01 00:29:00.721500,185.06,1970-01-01 00:29:00.730500,180.94,0.022263049821679478,SL_HIT,176.73229999999998,GAMMA_HEDGE,CLOSED,True,179.44,1.0,False,False,180.3653
G_010029,GAMMA,LONG,1970-01-01 00:29:00.937500,221.81,1970-01-01 00:29:00.940200,217.03,-0.02154997520400343,SL_HIT,231.79145,GAMMA_HEDGE,CLOSED,False,221.81,1.0,False,False,218.48285
G_010029,GAMMA,LONG,1970-01-01 00:29:00.940200,217.03,1970-01-01 00:29:00.947400,221.13,0.018891397502649378,SL_HIT,226.79635,GAMMA_HEDGE,CLOSED,True,222.22,1.0,False,False,221.13485
G_010029,GAMMA,LONG,1970-01-01 00:29:00.942000,216.14,1970-01-01 00:29:00.947400,221.13,0.023086888128065187,SL_HIT,225.86629999999997,GAMMA_HEDGE,CLOSED,True,222.22,1.0,False,False,221.1393
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.032000,182.62,1970-01-01 00:29:01.034700,182.36,0.0014237213886758892,SL_HIT,174.4021,GAMMA_HEDGE,CLOSED,True,180.03,1.0,False,False,180.94310000000002
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.034700,182.36,1970-01-01 00:29:01.039200,180.08,0.012502741829348546,SL_HIT,174.15380000000002,GAMMA_HEDGE,CLOSED,True,178.37,1.0,False,False,179.2818
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.039200,180.08,1970-01-01 00:29:01.041900,183.51,-0.01904709018214115,SL_HIT,171.9764,GAMMA_HEDGE,CLOSED,False,180.08,1.0,False,False,182.78119999999998
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.055400,171.42,1970-01-01 00:29:01.061700,174.07,-0.0154591062886478,SL_HIT,163.7061,GAMMA_HEDGE,CLOSED,False,170.76,1.0,False,False,173.99129999999997
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.056300,172.26,1970-01-01 00:29:01.065300,175.9,-0.0211308487170557,SL_HIT,164.5083,GAMMA_HEDGE,CLOSED,False,170.76,1.0,False,False,174.84389999999996
G_010029,GAMMA,LONG,1970-01-01 00:29:01.115700,209.8,1970-01-01 00:29:01.121100,205.0,-0.02287893231649195,SL_HIT,219.24099999999999,GAMMA_HEDGE,CLOSED,False,210.34,1.0,False,False,206.65300000000002
G_010029,GAMMA,SHORT,1970-01-01 00:29:01.119300,209.87,1970-01-01 00:29:01.122900,209.62,0.0011912136084242626,SL_HIT,202.52455,GAMMA_NORMAL,CLOSED,True,204.5,1.0,False,False,205.54935
G_010029,GAMMA,LONG,1970-01-01 00:29:01.151700,212.26,1970-01-01 00:29:01.151700,223.98,0.05521530198812776,TP_FULL,221.81169999999997,GAMMA_HEDGE,CLOSED,True,223.98,1.0,False,False,220.1387
G_010029,GAMMA,LONG,1970-01-01 00:29:01.166100,222.97,1970-01-01 00:29:01.171500,219.62,-0.015024442750145734,SL_HIT,233.00365,GAMMA_HEDGE,CLOSED,False,223.97,1.0,False,False,219.62545
